Subject,Course ID,Course Title,Course Description,Credits
Ancient Mediterranean and Near Eastern Studies,AMNE_V 392,Introduction to Akkadian,The basic grammar and introduction to the cuneiform writing system of the Akkadian language of the Ancient Near East. Credit will be granted for only one of NEST 315 or AMNE 392.,	3
Ancient Mediterranean and Near Eastern Studies,AMNE_V 393,Introduction to Coptic,"An introduction to Coptic, the language of Christian Egypt from 100 AD. Credit will be granted for only one of NEST 317 or AMNE 393.",	3
Ancient Mediterranean and Near Eastern Studies,AMNE_V 394,Introduction to Aramaic,"Basics of Imperial Aramaic grammar and vocabulary, with readings from biblical and other ancient sources from the eastern Mediterranean and Southwest and Central Asia.",	3
Ancient Mediterranean and Near Eastern Studies,AMNE_V 395,Practicum in Ancient Mediterranean or Near Eastern Archaeology,"Training in excavation techniques and interpretation through participation in the excavation of a Greek, Roman, or Near Eastern site in Europe or the Middle East. The minimum length of the course is three weeks; it may be repeated once. A maximum of 6 credits will be granted for AMNE 395 and CNRS 335. Students should consult the AMNE Undergraduate Advisor before registering.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 441,Literature of Ancient Egypt or the Ancient Near East,"Topics in the main genres and texts of Egyptian and/or Ancient Near Eastern Literature and their modern interpretation. A maximum of 6 credits will be granted for AMNE 441, NEST 401, NEST 505, and AMNE 541. Students should consult the AMNE Undergraduate Advisor before registering.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 461,Seminar in Biblical Studies,Selected topics in biblical and related texts. A maximum of 6 credits will be granted for AMNE 461 or RELG 475. Students should consult the AMNE Undergraduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 462,Seminar in Early Judaism,"Selected topics in Judaism and Hellenism, the rise of the synagogue, Jewish sects, the development of classical rabbinic literature (e.g., Mishnah, Talmud, Midrash). A maximum of 6 credits will be granted for AMNE 462 or RELG 407. Students should consult the AMNE Undergraduate Advisor before registering.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 463,The Gospels and the Historical Jesus,The canonical and apocryphal gospels and the life and teachings of the historical Jesus. Credit will be granted for only one of RELG 414 or AMNE 463.,	3
Ancient Mediterranean and Near Eastern Studies,AMNE_V 464,The Apostle Paul,"The life and literature of Paul in the Roman imperial world: letter writing, patronage and power; Roman imperial iconography; Paul and community formation. Credit will be granted for only one of RELG 415 or AMNE 464.",	3
Ancient Mediterranean and Near Eastern Studies,AMNE_V 471,The Archaeology of Urbanism,"Selected topics on the origins, development, and material manifestations of urbanism in the ancient Mediterranean, Near East and/or Egypt. A maximum of 6 credits will be granted for AMNE 471, NEST 402, AMNE 571 and NEST 506. Students should consult the AMNE Undergraduate Advisor before registering.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 472,The Archaeology of Ancient Cyprus,An overview of the archaeology of ancient Cyprus from the island's initial colonization in the 10th millennium BCE through the period of its rule as part of the Roman Empire (4th century CE). Credit will be granted for only one of CNRS 410 or AMNE 472.,	3
Ancient Mediterranean and Near Eastern Studies,AMNE_V 499,Honours Essay,Credit will be granted for only one of CNRS 449 or AMNE 499. This course is not eligible for Credit/D/Fail grading.,	6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 500,Pro-Seminar in Ancient Mediterranean Studies: Selected Topics,A maximum of 6 credits will be granted for AMNE 500 or CNRS 500. Students should consult the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 501,Topics in Egyptology,A maximum of 6 credits will be granted for AMNE 501 or NEST 503. Students should consult the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 525,Topics in Greek History and Culture,This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 527,Topics in Roman History and Culture,This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 541,Literature of Ancient Egypt or the Ancient Near East,"Topics in the main genres and texts of Egyptian and/or Ancient Near Eastern Literature and their modern interpretation. A maximum of 6 credits will be granted for AMNE 541, NEST 505, AMNE 441 or NEST 401. Students should consult the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 561,Topics in Biblical Studies,A maximum of 6 credits will be granted for AMNE 561 or RELG 500. Students should consult the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 562,Topics in Early Judaism,"Studies in the texts (in translation), history, and religious thought of Judaism after the close of the Biblical Period. A maximum of 6 credits will be granted for AMNE 562 or RELG 502. Students should consult the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 563,Topics in Early Christianity,"Selected topics pertaining to the literature, history, and material culture of Christians from the first century CE through late antiquity. A maximum of 6 credits will be granted for AMNE 563 or RELG 503. Students should consult the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 571,The Archaeology of Urbanism,"Selected topics on the origins, development, and material manifestations of urbanism in the ancient Mediterranean, Near East and/or Egypt. A maximum of 6 credits will be granted for AMNE 571, NEST 506, AMNE 471 or NEST 402. Students should consult the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 572,Topics in Near Eastern Archaeology,A maximum of 6 credits will be granted for AMNE 572 or NEST 500. Students should consult the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 575,Topics in Greek Archaeology,A maximum of 6 credits will be granted for AMNE 575 or CLST 518. Students should consult with the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 576,Topics in Greek Regional Archaeology,"Study of a particular area, e.g., Ionia, Sicily, Southern Italy. A maximum of 6 credits will be granted for AMNE 576 or CLST 511. Students should consult with the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 577,Topics in Roman Archaeology,A maximum of 6 credits will be granted for AMNE 577 or CLST 519. Students should consult with the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 578,Topics in Roman Provincial Archaeology,"Study of a particular area, e.g., Gaul, Britain, Asia Minor. A maximum of 6 credits will be granted for AMNE 578 or CLST 512. Students should consult with the AMNE Graduate Advisor before registering. This course is not eligible for Credit/D/Fail grading.",	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 581,Theory and Method in the Study of Religion,Credit will be granted for only one of RELG 531 or AMNE 581. This course is not eligible for Credit/D/Fail grading.,	3
Ancient Mediterranean and Near Eastern Studies,AMNE_V 591,Ancient Mediterranean or Near Eastern Language Studies,This course is not eligible for Credit/D/Fail grading.,	3-6
Ancient Mediterranean and Near Eastern Studies,AMNE_V 595,Practicum in Ancient Mediterranean or Near Eastern Archaeology,"Training in excavation techniques and interpretation through participation in the excavation of a Greek, Roman, or Near Eastern site in Europe or the Middle East. The minimum length of the course is three weeks. Credit will be granted for only one of CNRS 535 or AMNE 595. This course is not eligible for Credit/D/Fail grading.",	3
Ancient Mediterranean and Near Eastern Studies,AMNE_V 599,Master's Thesis,Credit will be granted for only one of CNRS 549 or AMNE 599. This course is not eligible for Credit/D/Fail grading.,	6
Anthropological Archaeology,ARCL_V 103,Introduction to Archaeology: Past perspectives and Future Promise,"A critical introductory overview to the discipline of archaeology, its functions and entanglements, and potential contributions and transformations for the future.",	3
Anthropological Archaeology,ARCL_V 140,Bones: The Origins of Humanity,The origin and evolution of the human lineage and the emergence of human biological and cultural traits with emphasis on the fossil record before the Pleistocene. Credit will be granted for only one of ARCL 140 or ANTH 225.,	3
